p,r2_train,rmse_train,mae_train,r2_test,rmse_test,mae_test,model,dataset
0.15,0.5529901655338776,0.24037205737502187,0.15401386886166687,0.5371172057004433,0.24498239108955683,0.15721653180307218,Pairwise,dmsc
0.2,1.0,0.0,0.0,0.7332082820128355,0.18947950407486053,0.1230844650064102,MEI,dmsc
0.2,0.9572808881751707,0.08162953069115604,0.050491519085265384,0.7960251189124402,0.16154504531646988,0.10859462962585692,VC,dmsc
0.2,0.593934608482437,0.23703993715629487,0.1470617675104989,0.5774156849179191,0.23491812408597584,0.14672825911395052,CN,dmsc
0.2,0.9562335637155212,0.08164427666714058,0.05028808961404451,0.7953917487021652,0.16144982969272376,0.10747894674007116,LER,dmsc
0.2,0.32538383555182443,0.30228860800694884,0.18606218602528946,0.3241850412908753,0.29496601569322817,0.1832334021509693,Additive,dmsc
0.2,0.5534637697830503,0.24570986940955336,0.15708755805169566,0.5374344827353599,0.2434326849554844,0.1566921499704744,Pairwise,dmsc
0.2,1.0,0.0,0.0,0.7317258987277627,0.19127125068899492,0.12395356744831094,MEI,dmsc
0.2,0.9612357848745249,0.07742190190183557,0.047556781783267055,0.7954786381702141,0.16260932672587974,0.10905559978652472,VC,dmsc
0.2,0.5853588672239574,0.23518703955444803,0.1459564791293521,0.5746863607858775,0.23702612749154262,0.14725261247784502,CN,dmsc
0.2,0.9598050409451535,0.07743520722970307,0.04737261840060798,0.7949189998865873,0.1621880620800842,0.10726983185773811,LER,dmsc
0.2,0.3269876785847762,0.29671074347252996,0.18298781475770226,0.32364368587723924,0.2965405252259186,0.18344602318320685,Additive,dmsc
0.2,0.5491673437809785,0.24260170457852917,0.15497421903484412,0.5386349990906347,0.24448002658527404,0.15640349523019323,Pairwise,dmsc
0.2,1.0,0.0,0.0,0.7298586383441128,0.1919291452045232,0.12426814530785557,MEI,dmsc
0.2,0.9626316979015019,0.07630808903069884,0.046159723811773024,0.7896840422635749,0.1652592808578379,0.11029557802689181,VC,dmsc
